NIM;KDMK_JUR;KDMK_PUS;NILAI;BOBOT;NM_MKULIAH;SKS;PRESTASI;SMT
16.E1.0178;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
16.E1.0178;PBK304B;40144942;AB;3,5;METODE PENGUMPULAN DATA KUALITATIF;3;10,5;
16.E1.0178;PBK401A;40144943;BC;2,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;7,5;
16.E1.0178;PBK401B;40144944;B;3;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;9;
16.E1.0178;PBK402A;40144945;AB;3,5;PSIKOLOGI ORANG SAKIT;2;7;
16.E1.0178;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
16.E1.0178;PBK403A;40144947;AB;3,5;METODOLOGI PENELITIAN KUANTITATIF;4;14;
16.E1.0178;PBK403B;40144948;C;2;STATISTIKA;4;8;
16.E1.0178;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
16.E1.0178;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
16.E1.0178;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
16.E1.0178;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
16.E1.0178;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
16.E1.0178;PBK503A;40144953;BC;2,5;TEORI RANCANGAN PELATIHAN;2;5;
16.E1.0178;PBK503B;40144954;AB;3,5;PRAKTEK RANCANGAN PELATIHAN;4;14;
16.E1.0178;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
16.E1.0178;PBK601B;40144956;BC;2,5;TEKNIK PENGEMBANGAN PRIBADI;4;10;
16.E1.0178;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
16.E1.0178;PBK602B;40144958;AB;3,5;PSIKOLOGI KESEHATAN REPRODUKSI;2;7;
16.E1.0178;PBK603A;40144959;AB;3,5;PSIKOLOGI PERDAMAIAN;2;7;
16.E1.0178;PBK603B;40144960;B;3;INTERVENSI TRAUMA;3;9;
16.E1.0178;PBK603C;40144961;B;3;TRANSFORMASI KONFLIK;3;9;
16.E1.0178;PBK701A;40144962;AB;3,5;TEORI PEMBERDAYAAN MASYARAKAT;2;7;
16.E1.0178;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
16.E1.0178;PBK702A;40144964;B;3;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;9;
16.E1.0178;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
16.E1.0178;PBK702C;40144966;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;12;
16.E1.0178;PBK703;40124408;B;3;SKRIPSI;5;15;
16.E1.0178;UKS.102;40032230;AB;3,5;PENDIDIKAN PANCASILA;2;7;
16.E1.0178;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
16.E1.0178;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
16.E1.0178;UKS410;40990183;B;3;KULIAH KERJA NYATA;2;6;
19.E1.0251;PBK101;40124380;C;2;ENGLISH FOR PSYCHOLOGY 1;2;4;
19.E1.0251;PBK102;40124381;BC;2,5;PSIKOLOGI DASAR;4;10;
19.E1.0251;PBK103;40124382;C;2;PSIKOLOGI KESEHATAN;2;4;
19.E1.0251;PBK104A;40144934;BC;2,5;PSIKOLOGI SOSIAL;3;7,5;
19.E1.0251;PBK105;40124384;C;2;PERKEMBANGAN MANUSIA;3;6;
19.E1.0251;PBK106;40124385;B;3;BIOPSIKOLOGI;2;6;
19.E1.0251;PBK107;40124386;B;3;PSIKOLOGI KLINIS DASAR;2;6;
19.E1.0251;PBK201;40124387;C;2;ENGLISH FOR PSYCHOLOGY 2;2;4;
19.E1.0251;PBK202A;40144935;C;2;TES PSIKOLOGI 1;3;6;
19.E1.0251;PBK202B;40144936;C;2;TES PSIKOLOGI 2;3;6;
19.E1.0251;PBK203A;40144937;C;2;PSIKOLOGI PENDIDIKAN;3;6;
19.E1.0251;PBK203B;40144938;C;2;PSIKOLOGI BELAJAR;2;4;
19.E1.0251;PBK204;40124390;BC;2,5;PENULISAN ILMIAH;2;5;
19.E1.0251;PBK205;40124391;CD;1,5;ETIKA PSIKOLOGI;2;3;
19.E1.0251;PBK206A;40155147;BC;2,5;ASESMEN;2;5;
19.E1.0251;PBK301;40124393;C;2;EVALUASI PEMBELAJARAN;4;8;
19.E1.0251;PBK302;40124394;C;2;DASAR KONSELING;4;8;
19.E1.0251;PBK303A;40144939;B;3;TEORI MODIFIKASI PERILAKU;3;9;
19.E1.0251;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
19.E1.0251;PBK304A;40144941;B;3;METODE PENGUMPULAN DATA KUANTITATIF;3;9;
19.E1.0251;PBK304B;40144942;B;3;METODE PENGUMPULAN DATA KUALITATIF;3;9;
19.E1.0251;PBK401A;40144943;C;2;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;6;
19.E1.0251;PBK401B;40144944;C;2;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;6;
19.E1.0251;PBK402A;40144945;BC;2,5;PSIKOLOGI ORANG SAKIT;2;5;
19.E1.0251;PBK402B;40144946;BC;2,5;PENDAMPINGAN ORANG SAKIT;3;7,5;
19.E1.0251;PBK403A;40144947;C;2;METODOLOGI PENELITIAN KUANTITATIF;4;8;
19.E1.0251;PBK403B;40144948;D;1;STATISTIKA;4;4;
19.E1.0251;PBK404;40134504;C;2;METODOLOGI PENELITIAN KUALITATIF;2;4;
19.E1.0251;PBK501A;40144949;BC;2,5;PSIKOLOGI ABNORMAL;3;7,5;
19.E1.0251;PBK501B;40144950;B;3;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;15;
19.E1.0251;PBK502A;40144951;B;3;PSIKOLOGI KELOMPOK;2;6;
19.E1.0251;PBK502B;40144952;B;3;DINAMIKA KELOMPOK;4;12;
19.E1.0251;PBK503A;40144953;AB;3,5;TEORI RANCANGAN PELATIHAN;2;7;
19.E1.0251;PBK503B;40144954;C;2;PRAKTEK RANCANGAN PELATIHAN;4;8;
19.E1.0251;PBK601A;40144955;B;3;TEORI KEPRIBADIAN;3;9;
19.E1.0251;PBK601B;40144956;BC;2,5;TEKNIK PENGEMBANGAN PRIBADI;4;10;
19.E1.0251;PBK602A;40144957;C;2;SEKSUALITAS MANUSIA;3;6;
19.E1.0251;PBK602B;40144958;B;3;PSIKOLOGI KESEHATAN REPRODUKSI;2;6;
19.E1.0251;PBK603A;40144959;BC;2,5;PSIKOLOGI PERDAMAIAN;2;5;
19.E1.0251;PBK603B;40144960;BC;2,5;INTERVENSI TRAUMA;3;7,5;
19.E1.0251;PBK603C;40144961;AB;3,5;TRANSFORMASI KONFLIK;3;10,5;
19.E1.0251;PBK701A;40144962;C;2;TEORI PEMBERDAYAAN MASYARAKAT;2;4;
19.E1.0251;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
19.E1.0251;PBK702A;40144964;BC;2,5;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;7,5;
19.E1.0251;PBK702B;40144965;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;7;
19.E1.0251;PBK702C;40144966;B;3;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;9;
19.E1.0251;PBK703;40124408;BC;2,5;SKRIPSI;5;12,5;
19.E1.0251;PBK709;40185269;BC;2,5;PSIKOLOGI KESEHATAN KELUARGA;2;5;
19.E1.0251;PBK712;40185272;B;3;PSIKOLOGI LINGKUNGAN;2;6;
19.E1.0251;UKS101;40032231;AB;3,5;RELIGIOSITAS;2;7;
19.E1.0251;UKS102;40990172;AB;3,5;PANCASILA;2;7;
19.E1.0251;UKS103;40990154;BC;2,5;KEWARGANEGARAAN;2;5;
19.E1.0251;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
18.E1.0266;PBK101;40124380;A;4;ENGLISH FOR PSYCHOLOGY 1;2;8;
18.E1.0266;PBK102;40124381;A;4;PSIKOLOGI DASAR;4;16;
18.E1.0266;PBK103;40124382;A;4;PSIKOLOGI KESEHATAN;2;8;
18.E1.0266;PBK104A;40144934;A;4;PSIKOLOGI SOSIAL;3;12;
18.E1.0266;PBK105;40124384;A;4;PERKEMBANGAN MANUSIA;3;12;
18.E1.0266;PBK106;40124385;A;4;BIOPSIKOLOGI;2;8;
18.E1.0266;PBK107;40124386;AB;3,5;PSIKOLOGI KLINIS DASAR;2;7;
18.E1.0266;PBK201;40124387;A;4;ENGLISH FOR PSYCHOLOGY 2;2;8;
18.E1.0266;PBK202A;40144935;B;3;TES PSIKOLOGI 1;3;9;
18.E1.0266;PBK202B;40144936;A;4;TES PSIKOLOGI 2;3;12;
18.E1.0266;PBK203A;40144937;A;4;PSIKOLOGI PENDIDIKAN;3;12;
18.E1.0266;PBK203B;40144938;A;4;PSIKOLOGI BELAJAR;2;8;
18.E1.0266;PBK204;40124390;A;4;PENULISAN ILMIAH;2;8;
18.E1.0266;PBK205;40124391;AB;3,5;ETIKA PSIKOLOGI;2;7;
18.E1.0266;PBK206A;40155147;A;4;ASESMEN;2;8;
18.E1.0266;PBK301;40124393;A;4;EVALUASI PEMBELAJARAN;4;16;
18.E1.0266;PBK302;40124394;A;4;DASAR KONSELING;4;16;
18.E1.0266;PBK303A;40144939;A;4;TEORI MODIFIKASI PERILAKU;3;12;
18.E1.0266;PBK303B;40144940;B;3;MODIFIKASI PERILAKU TERAPAN;3;9;
18.E1.0266;PBK304A;40144941;A;4;METODE PENGUMPULAN DATA KUANTITATIF;3;12;
18.E1.0266;PBK304B;40144942;A;4;METODE PENGUMPULAN DATA KUALITATIF;3;12;
18.E1.0266;PBK401A;40144943;A;4;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 1;3;12;
18.E1.0266;PBK401B;40144944;AB;3,5;PSIKOLOGI ANAK BERKEBUTUHAN KHUSUS 2;3;10,5;
18.E1.0266;PBK402A;40144945;A;4;PSIKOLOGI ORANG SAKIT;2;8;
18.E1.0266;PBK402B;40144946;AB;3,5;PENDAMPINGAN ORANG SAKIT;3;10,5;
18.E1.0266;PBK403A;40144947;A;4;METODOLOGI PENELITIAN KUANTITATIF;4;16;
18.E1.0266;PBK403B;40144948;AB;3,5;STATISTIKA;4;14;
18.E1.0266;PBK404;40134504;A;4;METODOLOGI PENELITIAN KUALITATIF;2;8;
18.E1.0266;PBK501A;40144949;AB;3,5;PSIKOLOGI ABNORMAL;3;10,5;
18.E1.0266;PBK501B;40144950;A;4;DETEKSI DINI GANGGUAN PSIKOLOGIS;5;20;
18.E1.0266;PBK502A;40144951;A;4;PSIKOLOGI KELOMPOK;2;8;
18.E1.0266;PBK502B;40144952;A;4;DINAMIKA KELOMPOK;4;16;
18.E1.0266;PBK503A;40144953;A;4;TEORI RANCANGAN PELATIHAN;2;8;
18.E1.0266;PBK503B;40144954;A;4;PRAKTEK RANCANGAN PELATIHAN;4;16;
18.E1.0266;PBK601A;40144955;AB;3,5;TEORI KEPRIBADIAN;3;10,5;
18.E1.0266;PBK601B;40144956;A;4;TEKNIK PENGEMBANGAN PRIBADI;4;16;
18.E1.0266;PBK602A;40144957;A;4;SEKSUALITAS MANUSIA;3;12;
18.E1.0266;PBK602B;40144958;A;4;PSIKOLOGI KESEHATAN REPRODUKSI;2;8;
18.E1.0266;PBK603A;40144959;A;4;PSIKOLOGI PERDAMAIAN;2;8;
18.E1.0266;PBK603B;40144960;A;4;INTERVENSI TRAUMA;3;12;
18.E1.0266;PBK603C;40144961;A;4;TRANSFORMASI KONFLIK;3;12;
18.E1.0266;PBK701A;40144962;A;4;TEORI PEMBERDAYAAN MASYARAKAT;2;8;
18.E1.0266;PBK701B;40144963;AB;3,5;PEMBERDAYAAN MASYARAKAT;3;10,5;
18.E1.0266;PBK702A;40144964;A;4;TEORI DAN KONSEP SUMBER DAYA MANUSIA;3;12;
18.E1.0266;PBK702B;40144965;A;4;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 1;2;8;
18.E1.0266;PBK702C;40144966;AB;3,5;PRAKTEK PENGEMBANGAN SUMBER DAYA MANUSIA 2;3;10,5;
18.E1.0266;PBK703;40124408;A;4;SKRIPSI;5;20;
18.E1.0266;PBK709;40185269;A;4;PSIKOLOGI KESEHATAN KELUARGA;2;8;
18.E1.0266;PBK711;40185271;A;4;ETNOPSIKOLOGI;2;8;
18.E1.0266;UKS101;40032231;A;4;RELIGIOSITAS;2;8;
18.E1.0266;UKS102;40990172;A;4;PANCASILA;2;8;
18.E1.0266;UKS103;40990154;A;4;KEWARGANEGARAAN;2;8;
18.E1.0266;UKS410;40990183;A;4;KULIAH KERJA NYATA;2;8;
